31e221f8-d685-11e6-82b5-3497f68b8eda,Aztreonam,restricted,"Aztreonam is poorly absorbed when given orally, so it must be administered as an intravenous or intramuscular injection (trade name Azactam ), or inhaled (trade name Cayston) using an ultrasonic nebulizer. In the United States, the FDA approved the inhalation form on February 22, 2010, for the suppression of P. aeruginosa infections in patients with cystic fibrosis. It received conditional approval for administration in Canada and the European Union in September 2009, and has been fully approved in Australia.",
31e22d6d-d685-11e6-82b5-3497f68b8eda,Cefaclor,unrestricted,"The principal side effect of the cephalosporins is hypersensitivity. Penicillin-sensitive patients will also be allergic to the cephalosporins, depending on the cephalosporin generation. The previous percentage of 10% cross reactivity rates are often overestimated. Allergic reactions may present as, for example, rashes, pruritus (itching), urticaria, serum sickness-like reactions with rashes, fever and arthralgia, and anaphylaxis. The frequency and severity of serum sickness-like reactions in children has led researchers to question its role in pediatric illness. Other side effects include gastrointestinal disturbances (e.g. diarrhea, nausea and vomiting, abdominal discomfort, disturbances in liver enzymes, transient hepatitis and cholestatic jaundice), headache, and Stevens每Johnson syndrome. Rare side effects include eosinophilia and blood disorders (including thrombocytopenia, leucopenia, agranulocytosis, aplastic anaemia and haemolytic anaemia); reversible interstitial nephritis; hyperactivity, nervousness, sleep disturbances, hallucinations, confusion, hypertonia, and dizziness. Toxic epidermal necrolysis has been reported. In the UK, The Committee on the Safety of Medicines (CSM) has warned that the risk of diarrhea and rarely antibiotic-associated colitis are more likely with higher doses.",
31e23776-d685-11e6-82b5-3497f68b8eda,Cefazolin,unrestricted,"Cefazolin is used in a variety of infections provided that susceptible organisms are involved. It is indicated for use in the following infections: Respiratory tract infections, Urinary tract infections, Skin infections, Biliary tract infections, Bone and joint infections, Genital infections, Blood infections (sepsis), Endocarditis. It can also be used peri-operatively to prevent infections post-surgery, and is often the preferred drug for surgical prophylaxis.",
31e2406b-d685-11e6-82b5-3497f68b8eda,Cefalexin,unrestricted,"Cefalexin can treat a number of bacterial infections including: otitis media, streptococcal pharyngitis, bone and joint infections, pneumonia, cellulitis, and urinary tract infections. It may be used to prevent bacterial endocarditis. It can also be used for the prevention of recurrent urinary-tract infections. Cefalexin does not treat methicillin-resistant Staphylococcus aureus infections. Cefalexin is a useful alternative to penicillins in patients with penicillin intolerance. For example, penicillin is the treatment of choice for respiratory tract infections caused by Streptococcus, but cefalexin may be used as an alternative in penicillin-intolerant patients. Caution must be exercised when administering cephalosporin antibiotics to penicillin-sensitive patients, because cross sensitivity with beta-lactam antibiotics has been documented in up to 10% of patients with a documented penicillin allergy. Pregnancy and breastfeeding: It is pregnancy category B in the United States and category A in Australia, meaning that no evidence of harm has been found after being taken by many pregnant women. Use during breast feeding is generally safe.",
31e24a4a-d685-11e6-82b5-3497f68b8eda,Cefdinir,unrestricted,"Therapeutic uses of cefdinir include otitis media, soft tissue infections, and respiratory tract infections, including sinusitis, strep throat (note: no documented resistance of Group A Streptococcus to penicillin has ever been reported, and penicillin or amoxicillin is preferred except in penicillin allergic patients), community-acquired pneumonia, and acute exacerbations of bronchitis.",
31e254aa-d685-11e6-82b5-3497f68b8eda,Cefepime,restricted,"Cefepime has good activity against important pathogens including Pseudomonas aeruginosa, Staphylococcus aureus, and multiple drug-resistant Streptococcus pneumoniae. A particular strength is its activity against Enterobacteriaceae. Whereas other cephalosporins are degraded by many plasmid- and chromosome-mediated beta-lactamases, cefepime is stable and is a front-line agent when infection with Enterobacteriaceae is known or suspected. The combination of the syn-configuration of the methoxyimino moiety and the aminothiazolyl moiety confers extra stability to 汕-lactamase enzymes produced by many bacteria. The N-methylpyrrolidine moiety increases penetration into Gram-negative bacteria. These factors increase the activity of cefepime against otherwise resistant organisms including Pseudomonas aeruginosa and Staphylococcus aureus.",
31e25e5c-d685-11e6-82b5-3497f68b8eda,Cefotaxime,unrestricted,"Cefotaxime is administered by intramuscular injection or intravenous infusion. As cefotaxime is metabolized to both active and inactive metabolites by the liver and largely excreted in the urine, dose adjustments may be appropriate in people with renal or hepatic impairment",
31e267f2-d685-11e6-82b5-3497f68b8eda,Cefotetan,unrestricted,"The chemical structure of cefotetan, like that of several other cephalosporins, contains an N-methylthiotetrazole (NMTT or 1-MTT) side chain. As the antibiotic is broken down in the body, it releases free NMTT, which can cause hypoprothrombinemia (likely due to inhibition of the enzyme vitamin K epoxide reductase) and a reaction with ethanol similar to that produced by disulfiram (Antabuse), due to inhibition of aldehyde dehydrogenase.",
31e27162-d685-11e6-82b5-3497f68b8eda,Cefoxitin,unrestricted,"Cefoxitin acts by interfering with cell wall synthesis. Its activity spectrum includes a broad range of gram-negative and gram-positive bacteria including anaerobes. It is inactive in vitro to most strains of Pseudomonas aeruginosa and many strains of Enterobacter cloacae. Staphylococci resistant to methicillin/oxacillin should be considered resistant to cefoxitin. Cefoxitin is considered to be a strong beta-lactamase inducer, as are certain other antibiotics (such as imipenem).",
31e27bfb-d685-11e6-82b5-3497f68b8eda,Cefpirome,unrestricted,"Cefpirome is a fourth-generation cephalosporin. Trade names include Cefrom, Keiten, Broact, and Cefir. Cefpirome is considered highly active against Gram-negative bacteria, including Pseudomonas aeruginosa, and Gram-positive bacteria.",
31e28511-d685-11e6-82b5-3497f68b8eda,Cefpodoxime,unrestricted,"Cefpodoxime is an oral, third-generation cephalosporin antibiotic. It is active against most Gram-positive and Gram-negative organisms. Notable exceptions include Pseudomonas aeruginosa, Enterococcus, and Bacteroides fragilis. Currently, it is only marketed as generic preparations in the USA, according to the FDA Orange Book. It is commonly used to treat acute otitis media, pharyngitis, sinusitis, and gonorrhea. It also finds use as oral continuation therapy when intravenous cephalosporins (such as ceftriaxone) are no longer necessary for continued treatment. Cefpodoxime inhibits cell wall synthesis by inhibiting the final transpeptidation step of peptidoglycan synthesis in cell walls. It has well established pharmacokinetic profile with absorption of 50%. It is indicated in community acquired pneumonia, uncomplicated skin and skin structure infections, and uncomplicated urinary tract infections.",
31e28e48-d685-11e6-82b5-3497f68b8eda,Ceftaroline,restricted,"Ceftaroline is a cephalosporin with in vitro activity against staphylococci (including MRSA), most streptococci, and many Gram-negative bacteria. It does NOT have activity against Pseudomonas spp. or Acinetobacter spp. or Gram negative anaerobes. Acceptable uses (Cases must be discussed with Infectious Diseases and Antimicrobial Stewardship Program): 1) Select cases of MRSA pneumonia or other severe infections when Gram negative coverage is also needed. 2) Bacteremia or endocarditis caused by MRSA in a patient failing Vancomycin therapy as defined by: a.Clinical decompensation after 3-4 days; b.Failure to clear blood cultures after 7 days despite Vancomycin troughs of 15-20 mcg/mL; c. MIC of Vancomycin is 2 mcg/mL. Unacceptable uses: 1) Treatment of community-acquired bacterial pneumonia (CAP) or skin and soft tissue infections (SSTI) where other more established and less expensive options are available; 2) Initial therapy for Gram-positive or Gram-negative infections. Dose: 1) 600 mg IVQ12H has been studied for CAP and SSTI; 2) 600 mg IV Q8H for MRSA bacteremia salvage therapy or other serious infections; 3) Must adjust for worsening renal function and dialysis (see p. 155 for dose adjustment recommendation). Laboratory interactions: Ceftaroline may result in positive direct Coombs' test without hemolytic anemia. However, if drug-induced hemolytic anemia is suspected, discontinue Ceftaroline.",
31e29869-d685-11e6-82b5-3497f68b8eda,Ceftazidime,restricted,"Ceftazidime is generally well-tolerated. When side effects do occur, they are most commonly local effects from the intravenous line site, allergic reactions, and gastrointestinal symptoms. According to one manufacturer, in clinical trials, allergic reactions including itching, rash, and fever, happened in fewer than 2% of patients. Rare but more serious allergic reactions, such as toxic epidermal necrolysis, Stevens-Johnson syndrome, and erythema multiforme, have been reported with this class of antibiotics, including ceftazidime. Gastrointestinal symptoms, including diarrhea, nausea, vomiting, and abdominal pain, were reported in fewer than 2% of patients. Another source reported, in addition, blood tests of patients may show increased eosinophils (8%), increased lactate dehydrogenase (6%), increased gamma-glutamyl transferase (5%), positive direct Coombs test (4%), increased platelets (thrombocythemia) (2%), increased ALT (7%), increased AST (6%), or increased alkaline phosphatase (4%).",
31e2a663-d685-11e6-82b5-3497f68b8eda,Ceftolozane,unrestricted,"Ceftolozane/tazobactam is a novel cephalosporin and p-lactamase-inhibitor combination. It has activity against Gram-negative organisms and some strains of multi-resistant Pseudomonas spp. It does NOT have activity against carbapenemase-producing Enterobacteriaceae. It also has in vitro activity against some streptococci and some Gram-negative anaerobes, but it does not have reliable Staphylococcus spp. activity. Acceptable uses (Cases must be discussed with Infectious Diseases and Antimicrobial Stewardship Program): 1) Management of infections due to multi-drug resistant Pseudomonas spp. infections on a case by case basis. Unacceptable uses: 1) Empiric treatment of complicated intra-abdominal infections (clAI) or complicated urinary tract infections (cUTI) as current standard regimens are sufficient for coverage of the typical pathogens involved in these infections and less expensive options are available. Dose: 1) 1.5glV Q8H has been studied for cUTI and in combination with metronidazole for cIAI. 2) Serious infections including pneumonia: 3glV Q8H. 3) Must adjust dose for worsening renal function and dialysis (see p.155 for dose adjustment recommendation).",
31e2b02a-d685-11e6-82b5-3497f68b8eda,Ceftolozane/tazobactam,restricted,,
31e2b8ce-d685-11e6-82b5-3497f68b8eda,Ceftriaxone,unrestricted,"Absorption: Ceftriaxone can be administered intravenously and intramuscularly, and the drug is completely absorbed. It is not available orally. Metabolism: 33-67% of ceftriaxone is renally excreted as unchanged drug, but no dose adjustments are required in renal impairment with dosages up to 2 grams per day. The rest is excreted in the bile as inactive compounds from hepatic and gut flora metabolism. Distribution: Ceftriaxone penetrates tissues and body fluids well, including cerebrospinal fluid to treat central nervous system infections. The average volume of distribution in adults is 5.8-13.5 liters. Elimination: The average elimination half-life in healthy adults is 5.8-8.7 hours. In people with renal impairment, the average elimination half-life increases to 11.4-15.7 hours.",
31e2c207-d685-11e6-82b5-3497f68b8eda,Cefuroxime,unrestricted,"Cefuroxime is generally well-tolerated and its side effects are usually transient. If ingested after food, this antibiotic is both better absorbed and less likely to cause its most common side effects of diarrhea, nausea, vomiting, headaches/migraines, dizziness, and abdominal pain compared to most antibiotics in its class. Although a widely stated cross-allergic risk of about 10% exists between cephalosporins and penicillin, recent assessments have shown no increased risk for a cross-allergic reaction for cefuroxime and several other second-generation or later cephalosporins.",
31e2ce18-d685-11e6-82b5-3497f68b8eda,Cefuroxime IV,unrestricted,"Cefuroxime is generally well-tolerated and its side effects are usually transient. If ingested after food, this antibiotic is both better absorbed and less likely to cause its most common side effects of diarrhea, nausea, vomiting, headaches/migraines, dizziness, and abdominal pain compared to most antibiotics in its class. Although a widely stated cross-allergic risk of about 10% exists between cephalosporins and penicillin, recent assessments have shown no increased risk for a cross-allergic reaction for cefuroxime and several other second-generation or later cephalosporins.",
31e2db7d-d685-11e6-82b5-3497f68b8eda,Cephalexin,unrestricted,"The most common adverse effects of cefalexin, like other oral cephalosporins, are gastrointestinal (stomach area) disturbances and hypersensitivity reactions. Gastrointestinal disturbances include nausea, vomiting, and diarrhea, diarrhea being most common. Hypersensitivity reactions include skin rashes, urticaria, fever, and anaphylaxis. Pseudomembranous colitis and Clostridium difficile have been reported with use of cefalexin. Signs and symptoms of an allergic reaction include rash, itching, swelling, trouble breathing, or red, blistered, swollen, or peeling skin. Overall, cefalexin allergy occurs in less than 0.1% of patients, but it is seen in 1% to 10% of patients with a penicillin allergy.",
31e2e4f5-d685-11e6-82b5-3497f68b8eda,Cephalothin,unrestricted,Cefalotin (INN) or cephalothin (USAN) is a first-generation cephalosporin antibiotic. It was the first cephalosporin marketed (1964) and continues to be widely used. It is an intravenously administered agent with a similar antimicrobial spectrum to cefazolin and the oral agent cefalexin. Cefalotin sodium is marketed as Keflin (Lilly) and under other trade names.,
31e2f01c-d685-11e6-82b5-3497f68b8eda,Cephamandole,unrestricted,"Cefamandole (INN, also known as cephamandole) is a second-generation broad-spectrum cephalosporin antibiotic. The clinically used form of cefamandole is the formate ester cefamandole nafate, a prodrug which is administered parenterally. Cefamandole is no longer available in the United States. The chemical structure of cefamandole, like that of several other cephalosporins, contains an N-methylthiotetrazole (NMTT or 1-MTT) side chain. As the antibiotic is broken down in the body, it releases free NMTT, which can cause hypoprothrombinemia (likely due to inhibition of the enzyme vitamin K epoxide reductase)(vitamin K supplement is recommended during therapy) and a reaction with ethanol similar to that produced by disulfiram (Antabuse), due to inhibition of aldehyde dehydrogenase.",
31e2faf4-d685-11e6-82b5-3497f68b8eda,Cephazolin,unrestricted,"1) Pregnancy: Cefazolin is pregnancy category B, indicating general safety for use in pregnancy. Caution should be used in breastfeeding as a small amount of cefazolin enters the breast milk. Cefazolin can be used prophylactically against perinatal Group B streptococcal infection (GBS). Although penicillin and ampicillin are the standard of care for GBS prophylaxis, penicillin-allergic women with no history of anaphylaxis can be given cefazolin instead. These patients should be closely monitored as there is a small chance of an allergic reaction due to the similar structure of the antibiotics. 2) Newborns: There has been no established safety and effectiveness for use in premature infants and neonates. 3) Elderly: No overall differences in safety or effectiveness were observed in clinical trials comparing elderly and younger subjects, however the trials could not eliminate the possibility that some older individuals may have a higher level of sensitivity. 4) Additional considerations: People with kidney disease and those on hemodialysis may need the dose adjusted. Cefazolin levels are not significantly affected by liver disease. As with other antibiotics, cefazolin may interact with other medications being taken. Some important drugs that may interact with cefazolin such as probenecid.",
31e3068d-d685-11e6-82b5-3497f68b8eda,Chloramphenicol,unrestricted,"1) Use in special populations: Chloramphenicol is metabolized by the liver to chloramphenicol glucuronate (which is inactive). In liver impairment, the dose of chloramphenicol must therefore be reduced. No standard dose reduction exists for chloramphenicol in liver impairment, and the dose should be adjusted according to measured plasma concentrations. The majority of the chloramphenicol dose is excreted by the kidneys as the inactive metabolite, chloramphenicol glucuronate. Only a tiny fraction of the chloramphenicol is excreted by the kidneys unchanged. Plasma levels should be monitored in patients with renal impairment, but this is not mandatory. Chloramphenicol succinate ester (an intravenous prodrug form) is readily excreted unchanged by the kidneys, more so than chloramphenicol base, and this is the major reason why levels of chloramphenicol in the blood are much lower when given intravenously than orally. Chloramphenicol passes into breast milk, so should therefore be avoided during breast feeding, if possible. 2) Dose monitoring: Plasma levels of chloramphenicol must be monitored in neonates and patients with abnormal liver function. Plasma levels should be monitored in all children under the age of four, the elderly, and patients with renal failure. Because efficacy and toxicity of chloramphenicol are associated with a maximum serum concentration, peak levels (one hour after the intravenous dose is given) should be 10-20 ?g/ml with toxicity > 40 ?g/ml; trough levels (taken immediately before a dose) should be 5-10 ?g/ml.",
31e31d4c-d685-11e6-82b5-3497f68b8eda,Cilastatin,unrestricted,"Cilastatin is a chemical compound which inhibits the human enzyme dehydropeptidase. Dehydropeptidase is an enzyme found in the kidney and is responsible for degrading the antibiotic imipenem. Cilastatin can therefore be combined intravenously with imipenem in order to protect it from dehydropeptidase and prolong its antibacterial effect. Imipenem alone is an effective antibiotic and can be given without the cilastatin. Cilastatin itself does not have antibiotic activity although it has been proved to be active against a zinc-dependent beta-lactamase that usually confer antibiotic resistance to certain bacteria; more precisely the carbapenem family of antibiotics. This property is due to the physico-chemical similarities between membrane dipeptidase (MDP), the compound it is usually set to target, and the bacterial metallo-beta-lactamase carried by the CphA gene. Therefore, Cilastatin is considered a beta-lactamase inhibitor, not an antibiotic per se.",
